Oficina;Unidad;Organismo;Raiz;Nivel Administracion;Comunidad;Provincia;Fecha ActivaciÃ³n
O00006438 - REGISTRO DELEGADO DEL INSTITUTO CÁNTABRO DE SERVICIOS SOCIALES - E/R;A06027807 - INSTITUTO CÁNTABRO DE SERVICIOS SOCIALES; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027816 - OFICINA DE EMPLEO DE TORRELAVEGA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027815 - OFICINA DE EMPLEO DE SANTANDER II (LOS CASTROS); - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027814 - OFICINA DE EMPLEO DE SANTANDER I (ISAAC PERAL); - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027813 - OFICINA DE EMPLEO DE SAN VICENTE DE LA BARQUERA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027812 - OFICINA DE EMPLEO DE REINOSA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027811 - OFICINA DE EMPLEO DE COLINDRES; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027810 - OFICINA DE EMPLEO DE CASTRO URDIALES; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027809 - OFICINA DE EMPLEO DE CAMARGO (MALIAÑO); - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006439 - REGISTRO DELEGADO DEL SERVICIO CÁNTABRO DE EMPLEO - E/R;A06027808 - SERVICIO CÁNTABRO DE EMPLEO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006441 - REGISTRO DELEGADO INSTITUTO CÁNTABRO DE ESTADÍSTICA - E/R;A06004074 - INSTITUTO CÁNTABRO DE ESTADÍSTICA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006442 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE FUNCIÓN PÚBLICA - E/R;A06004047 - DIREC. GENERAL DE FUNCION PUBLICA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006444 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE JUSTICIA Y VÍCTIMAS DEL TERRORISMO - E/R;A06004049 - DIRECCIÓN GENERAL DE JUSTICIA Y VÍCTIMAS DEL TERRORISMO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006446 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE OBRAS PÚBLICAS - E/R;A06004059 - DIREC. GENERAL DE OBRAS PUBLICAS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006448 - REGISTRO DELEGADO DIRECCIÓN GENERAL TESORERÍA, PRESUPUESTOS Y POLÍTICA FINANC. - E/R;A06018459 - D.G. DE TESORERIA, PRESUPUESTOS Y POLITICA FINANCIERA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006449 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE TRABAJO, ECONOMÍA SOCIAL Y EMPLEO - E/R;A06027803 - DIRECCIÓN GENERAL DE TRABAJO, ECONOMÍA SOCIAL Y EMPLEO AUTÓNOMO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006450 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE TRANSPORTES Y COMUNICACIONES - E/R;A06004055 - DIREC. GENERAL DE TRANSPORTES Y COMUNICACIONES; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006451 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE TURISMO Y HOSTELERÍA - E/R;A06035852 - DIRECCIÓN GENERAL DE TURISMO Y HOSTELERÍA. ; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006452 - REGISTRO AUXILIAR S.G CONSEJERÍA EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADE - E/R;A06004085 - DIREC. GENERAL DE FORMACION PROFESIONAL Y EDUCACION PERMANENTE; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;29/5/18
O00006452 - REGISTRO AUXILIAR S.G CONSEJERÍA EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADE - E/R;A06027484 - DIRECCIÓN GENERAL DE CALIDAD Y EQUIDAD EDUCATIVA Y ORDENACIÓN ACADÉMICA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;29/5/18
O00006452 - REGISTRO AUXILIAR S.G CONSEJERÍA EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADE - E/R;A06018460 - DIRECCIÓN GENERAL DE PERSONAL DOCENTE; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;29/5/18
O00006452 - REGISTRO AUXILIAR S.G CONSEJERÍA EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADE - E/R;A06035856 - SECRETARÍA GENERAL DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADES; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;29/5/18
O00006452 - REGISTRO AUXILIAR S.G CONSEJERÍA EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADE - E/R;A06029680 - DIRECCIÓN GENERAL DE UNIVERSIDADES Y POLÍTICA UNIVERSITARIA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;29/5/18
O00006452 - REGISTRO AUXILIAR S.G CONSEJERÍA EDUCACIÓN, FORMACIÓN PROFESIONAL Y UNIVERSIDADE - E/R;A06027483 - DIRECCIÓN GENERAL DE CENTROS E INFRAESTRUCTURAS EDUCATIVAS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;29/5/18
O00006453 - REGISTRO AUXILIAR S.G CONSEJERÍA FOMENTO, ORD. DEL TERRITORIO Y MEDIO AMBIENTE  - E/R;A06029670 - SECRETARÍA GENERAL DE FOMENTO, VIVIENDA, ORDENACIÓN DEL TERRITORIO Y MEDIO AMBIENTE; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;20/6/18
O00006454 - REGISTRO AUXILIAR S.G CONSEJERÍA CULTURA, TURISMO Y DEPORTE - E/R;A06027824 - DIREC. GENERAL DE DEPORTE; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006454 - REGISTRO AUXILIAR S.G CONSEJERÍA CULTURA, TURISMO Y DEPORTE - E/R;A06029682 - SECRETARÍA GENERAL DE CULTURA, TURISMO Y DEPORTE; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006454 - REGISTRO AUXILIAR S.G CONSEJERÍA CULTURA, TURISMO Y DEPORTE - E/R;A06045081 - DIRECCIÓN GENERAL DE CULTURA Y PATRIMONIO HISTÓRICO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006455 - REGISTRO AUXILIAR S.G CONSEJERÍA DE SALUD - E/R;A06004091 - DIREC. GENERAL DE SALUD PUBLICA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006455 - REGISTRO AUXILIAR S.G CONSEJERÍA DE SALUD - E/R;A06019165 - SECRETARÍA GENERAL DE SALUD; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006455 - REGISTRO AUXILIAR S.G CONSEJERÍA DE SALUD - E/R;A06029672 - DIRECCIÓN GENERAL DE FARMACIA, HUMANIZACIÓN Y COORDINACIÓN SOCIOSANITARIA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006455 - REGISTRO AUXILIAR S.G CONSEJERÍA DE SALUD - E/R;A06027620 - DIRECCIÓN GENERAL DE PLANIFICACIÓN, ORDENACIÓN, GESTIÓN DEL CONOCIMIENTO Y SALUD DIGITAL; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006456 - REGISTRO AUXILIAR S. G CONSEJERÍA DES. RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN  - E/R;A06021978 - OFICINA COMARCAL DE SANTANDER; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006456 - REGISTRO AUXILIAR S. G CONSEJERÍA DES. RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN  - E/R;A06029683 - SECRETARÍA GENERAL DE DESARROLLO RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006456 - REGISTRO AUXILIAR S. G CONSEJERÍA DES. RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN  - E/R;A06027832 - DIRECCIÓN GENERAL DE GANADERÍA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006456 - REGISTRO AUXILIAR S. G CONSEJERÍA DES. RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN  - E/R;A06027831 - DIRECCIÓN GENERAL DE DESARROLLO RURAL; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006456 - REGISTRO AUXILIAR S. G CONSEJERÍA DES. RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN  - E/R;A06004065 - DIREC. GENERAL DE PESCA Y ALIMENTACION; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006456 - REGISTRO AUXILIAR S. G CONSEJERÍA DES. RURAL, GANADERÍA, PESCA Y ALIMENTACIÓN  - E/R;A06027851 - DIRECCIÓN GENERAL DE MONTES Y BIODIVERSIDAD; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006457 - REGISTRO AUXILIAR S.G CONSEJERÍA PRESIDENCIA, JUSTICIA, SEGURIDAD Y SIMPL. ADMT - E/R;A06029668 - SECRETARÍA GENERAL DE PRESIDENCIA, JUSTICIA, SEGURIDAD Y SIMPLIFICACIÓN ADMINISTRATIVA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006458 - REGISTRO AUXILIAR S.G CONSEJERÍA DE ECONOMÍA, HACIENDA Y FONDOS EUROPEOS - E/R;A06029659 - SECRETARÍA GENERAL DE ECONOMÍA, HACIENDA, FINANCIACIÓN AUTONÓMICA Y FONDOS EUROPEOS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006459 - REGISTRO AUXILIAR S.G CONSEJERÍA INDUSTRIA, EMPLEO, INNOVACIÓN Y COMERCIO - E/R;A06016406 - DIRECCIÓN GENERAL DE INNOVACIÓN, DESARROLLO TECNOLÓGICO Y EMPRENDIMIENTO INDUSTRIAL; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006459 - REGISTRO AUXILIAR S.G CONSEJERÍA INDUSTRIA, EMPLEO, INNOVACIÓN Y COMERCIO - E/R;A06035854 - SECRETARÍA GENERAL DE INDUSTRIA, EMPLEO, INNOVACIÓN Y COMERCIO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006459 - REGISTRO AUXILIAR S.G CONSEJERÍA INDUSTRIA, EMPLEO, INNOVACIÓN Y COMERCIO - E/R;A06027837 - DIRECCIÓN GENERAL DE INDUSTRIA, ENERGÍA Y MINAS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006460 - REGISTRO DELEGADO AGENCIA CÁNTABRA DE ADMINISTRACIÓN TRIBUTARIA - E/R;A06004075 - DIRECCION DE LA ACAT; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006461 - REGISTRO DELEGADO DIR. GRAL DE ADMÓN LOCAL, ACCIÓN EXTERIOR Y CASAS DE CANTABRIA - E/R;A06029681 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN LOCAL, ACCIÓN EXTERIOR Y CASAS DE CANTABRIA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006462 - REGISTRO DELEGADO DEL CENTRO DE INVESTIGACIÓN DEL MEDIO AMBIENTE (C.I.M.A.) - E/R;A06027835 - CENTRO DE INVESTIGACIÓN DEL MEDIO AMBIENTE; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006463 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE COMERCIO Y CONSUMO - E/R;A06021726 - SERVICIO DE CONSUMO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006463 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE COMERCIO Y CONSUMO - E/R;A06029673 - DIRECCIÓN GENERAL DE COMERCIO Y CONSUMO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006463 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE COMERCIO Y CONSUMO - E/R;A06021725 - SERVICIO DE COMERCIO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00006466 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE ECONOMÍA - E/R;A06027845 - DIRECCIÓN GENERAL DE ECONOMÍA Y FINANCIACIÓN AUTONÓMICA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;31/5/18
O00022515 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE FONDOS EUROPEOS - E/R;A06027847 - DIRECCIÓN GENERAL DE FONDOS EUROPEOS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;21/8/19
O00022533 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE SEGURIDAD Y PROTECCIÓN CIUDADANA - E/R;A06029675 - DIRECCIÓN GENERAL DE SEGURIDAD Y PROTECCIÓN CIUDADANA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;21/8/19
O00022533 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE SEGURIDAD Y PROTECCIÓN CIUDADANA - E/R;A06027361 - SERVICIO DE JUEGO Y ESPECTÁCULOS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;21/8/19
O00022534 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE INFORMÁTICA - E/R;A06006299 - DIRECCIÓN GENERAL DE INFORMÁTICA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00022535 - REGISTRO DELEGADO DEL ORG. AUT. SERVICIO DE EMERGENCIAS DE CANTABRIA - E/R;A06026262 - SERVICIO DE EMERGENCIAS DE CANTABRIA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;21/8/19
O00022770 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE AGUAS Y PUERTOS - E/R;A06027830 - DIRECCIÓN GENERAL DE AGUAS Y PUERTOS; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00022771 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE URBANISMO Y ORDENACIÓN TERRITORIO - E/R;A06027829 - DIRECCIÓN GENERAL DE URBANISMO Y ORDENACIÓN DEL TERRITORIO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00022772 - REGISTRO AUXILIAR S. G CONSEJERÍA INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUADAD - E/R;A06027804 - DIRECCIÓN GENERAL DE DEPENDENCIA, ATENCIÓN SOCIOSANITARIA Y SOLEDAD NO DESEADA; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00022772 - REGISTRO AUXILIAR S. G CONSEJERÍA INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUADAD - E/R;A06027802 - SECRETARÍA GENERAL DE INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUALDAD; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00022772 - REGISTRO AUXILIAR S. G CONSEJERÍA INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUADAD - E/R;A06018754 - DIRECCIÓN GENERAL DE INCLUSIÓN SOCIAL, FAMILIAS E IGUALDAD; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00022772 - REGISTRO AUXILIAR S. G CONSEJERÍA INCLUSIÓN SOCIAL, JUVENTUD, FAMILIAS E IGUADAD - E/R;A06045080 - DIRECCIÓN GENERAL DE JUVENTUD, COOPERACIÓN AL DESARROLLO Y VOLUNTARIADO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;28/8/19
O00042024 - REGISTRO DELEGADO DE LA DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y CAMBIO CLIMÁTICO - E/R;A06045079 - DIRECCIÓN GENERAL DE MEDIO AMBIENTE Y CAMBIO CLIMÁTICO; - ;A06002853 - Gobierno de Cantabria;Administración Autonómica;Cantabria;Cantabria;7/2/24
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07023922 - SERVICIO TERRITORIAL DE HACIENDA DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07023968 - SERVICIO TERRITORIAL DE SANIDAD DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07008876 - UNIDAD TERRITORIAL INSTITUTO TECNOLÓGICO AGRARIO DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07024030 - OFICINA LIQUIDADORA DE DISTRITO HIPOTECARIO DE PIEDRAHITA-ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07024027 - OFICINA LIQUIDADORA DE DISTRITO HIPOTECARIO DE CEBREROS-ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07023412 - EQUIPO DE CONTROL FINANCIERO DEL SECTOR PÚBLICO DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07004775 - DELEGACIÓN TERRITORIAL DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07008947 - SERVICIO TERRITORIAL DE AGRICULTURA Y GANADERÍA DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07008946 - SERVICIO TERRITORIAL DE MEDIO AMBIENTE DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07008944 - ASESORÍA JURÍDICA DE LA DELEGACIÓN TERRITORIAL DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07008943 - INTERVENCIÓN TERRITORIAL DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07008942 - SECRETARÍA TERRITORIAL DE LA DELEGACIÓN TERRITORIAL DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008247 - OFICINA GENERAL. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07024026 - OFICINA LIQUIDADORA DE DISTRITO HIPOTECARIO DE ARÉVALO-ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008248 - PUNTO DE ARENAS DE SAN PEDRO. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07024032 - OFICINA LIQUIDADORA DE DISTRITO HIPOTECARIO DE ARENAS DE SAN PEDRO-ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;9/4/15
O00008248 - PUNTO DE ARENAS DE SAN PEDRO. DELEGACIÓN TERRITORIAL DE ÁVILA. - E/R;A07011776 - UNIDAD DE LA JUNTA DE CASTILLA Y LEÓN DE ARENAS DE SAN PEDRO-ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;9/4/15
O00008311 - SECCIÓN AGRARIA COMARCAL DE CEBREROS-ÁVILA - E/R;A07008964 - SECCIÓN AGRARIA COMARCAL DE CEBREROS-ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;31/10/17
O00008312 - SECCIÓN AGRARIA COMARCAL DE ÁVILA - E/R;A07008948 - SECCIÓN AGRARIA COMARCAL DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;24/10/17
O00008313 - SERVICIO TERRITORIAL DE INDUSTRIA, COMERCIO Y ECONOMÍA DE ÁVILA - E/R;A07037807 - SERVICIO TERRITORIAL DE INDUSTRIA, COMERCIO Y ECONOMÍA DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008314 - OFICINA TERRITORIAL DE TRABAJO DE ÁVILA - E/R;A07008950 - OFICINA TERRITORIAL DE TRABAJO DE ÁVILA ; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008315 - GERENCIA PROVINCIAL DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA - E/R;A07020058 - SECRETARÍA TÉCNICA DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA ; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;10/6/15
O00008315 - GERENCIA PROVINCIAL DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA - E/R;A07020057 - SECCIÓN DE FORMACIÓN DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA ; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;10/6/15
O00008315 - GERENCIA PROVINCIAL DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA - E/R;A07008951 - GERENCIA PROVINCIAL DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;10/6/15
O00008316 - OFICINA DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA - E/R;A07008952 - OFICINA DEL SERVICIO PÚBLICO DE EMPLEO DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;10/6/15
O00008317 - DIRECCIÓN TERRIT. INSTITUTO PARA LA COMPETITIVIDAD EMPRESARIAL DE ÁVILA - E/R;A07022732 - DIRECCIÓN TERRITORIAL DEL INSTITUTO PARA LA COMPETITIVIDAD EMPRESARIA DE CASTILLA Y LEÓN DE  ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;24/10/17
O00008318 - DIRECCIÓN PROVINCIAL DE EDUCACIÓN DE ÁVILA - E/R;A07023444 - SECCIÓN DE GESTIÓN DE PERSONAL D.P. DE EDUCACIÓN DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008318 - DIRECCIÓN PROVINCIAL DE EDUCACIÓN DE ÁVILA - E/R;A07008954 - DIRECCIÓN PROVINCIAL DE EDUCACIÓN DE ÁVILA ; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008320 - S. T. MOVILIDAD Y T. D., S.T. CULTURA Y TURISMO Y GER. TERRIT. SERV. SOC.-ÁVILA. - E/R;A07024179 - SERVICIO TERRITORIAL DE CULTURA Y TURISMO DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008320 - S. T. MOVILIDAD Y T. D., S.T. CULTURA Y TURISMO Y GER. TERRIT. SERV. SOC.-ÁVILA. - E/R;A07008956 - SERVICIO TERRITORIAL DE MOVILIDAD Y TRANSFORMACIÓN DIGITAL DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
O00008320 - S. T. MOVILIDAD Y T. D., S.T. CULTURA Y TURISMO Y GER. TERRIT. SERV. SOC.-ÁVILA. - E/R;A07052332 - SECCIÓN DE FAMILIA DE LA GERENCIA TERRITORIAL DE LOS SERVICIOS SOCIALES DE ÁVILA; - ;A07002862 - Junta de Castilla y León;Administración Autonómica;Castilla y León;Ávila;5/3/15
