Oficina;Unidad;Organismo;Raiz;Nivel Administracion;Comunidad;Provincia;Fecha ActivaciÃ³n
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042895 - SECRETARIA GENERAL;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042879 - DEPARTAMENTO DE CUENTAS NACIONALES;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042894 - PRESIDENCIA DEL INE;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042891 - S.G. DE ESTADÍSTICAS DEMOGRÁFICAS;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042890 - S.G. DE ESTADÍSTICAS SOCIALES;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042823 - INSTITUTO NACIONAL DE ESTADÍSTICA;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042884 - S.G. DE ESTADISTICAS DEL MERCADO LABORAL;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042886 - D.G. DE ESTADÍSTICAS DE LA POBLACIÓN;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0049727 - S.G. DE METODOLOGÍA Y DISEÑO DE MUESTRAS;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042892 - S.G. DE COORDINACIÓN Y PLANIFICACIÓN ESTADÍSTICA;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042882 - S.G. DE DIFUSION Y COMUNICACIÓN;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042878 - S.G. DE TECNOLOGÍAS DE LA INFORMACIÓN Y LA COMUNICACIÓN;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0042877 - S.G. DE RECOGIDA DE DATOS;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002032 - REGISTRO GENERAL DEL INSTITUTO NACIONAL DE ESTADÍSTICA - E/R;EA0049731 - S.G. DE RELACIONES INTERNACIONALES Y AGENDA 2030;EA0042823 - Instituto Nacional de Estadística;E05234801 - Ministerio de Economía, Comercio y Empresa;Administración del Estado;Comunidad de Madrid;Madrid;7/7/14
O00002033 - O.A.M.R. DEL INSTITUTO NACIONAL DE GESTIÓN SANITARIA SERVICIOS CENTRALES - E/R;EA0044139 - SUBDIRECCIÓN GENERAL DE ASUNTOS GENERALES Y ECONÓMICO-PRESUPUESTARIOS;E05070101 - Ministerio de Sanidad;E05070101 - Ministerio de Sanidad;Administración del Estado;Comunidad de Madrid;Madrid;28/6/18
O00002033 - O.A.M.R. DEL INSTITUTO NACIONAL DE GESTIÓN SANITARIA SERVICIOS CENTRALES - E/R;EA0044138 - SUBDIRECCIÓN GENERAL DE GESTIÓN SANITARIA;E05070101 - Ministerio de Sanidad;E05070101 - Ministerio de Sanidad;Administración del Estado;Comunidad de Madrid;Madrid;28/6/18
O00002033 - O.A.M.R. DEL INSTITUTO NACIONAL DE GESTIÓN SANITARIA SERVICIOS CENTRALES - E/R;EA0044129 - DIRECCIÓN DEL INSTITUTO NACIONAL DE GESTIÓN SANITARIA;E05070101 - Ministerio de Sanidad;E05070101 - Ministerio de Sanidad;Administración del Estado;Comunidad de Madrid;Madrid;28/6/18
O00002033 - O.A.M.R. DEL INSTITUTO NACIONAL DE GESTIÓN SANITARIA SERVICIOS CENTRALES - E/R;EA0044127 - INSTITUTO NACIONAL DE GESTIÓN SANITARIA;E05070101 - Ministerio de Sanidad;E05070101 - Ministerio de Sanidad;Administración del Estado;Comunidad de Madrid;Madrid;28/6/18
O00002033 - O.A.M.R. DEL INSTITUTO NACIONAL DE GESTIÓN SANITARIA SERVICIOS CENTRALES - E/R;EA0044128 - CENTRO NACIONAL DE DOSIMETRÍA;E05070101 - Ministerio de Sanidad;E05070101 - Ministerio de Sanidad;Administración del Estado;Comunidad de Madrid;Madrid;28/6/18
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041508 - DIRECCION;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0046107 - UNIDAD TÉCNICA DE AMIANTO;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041506 - CENTRO NACIONAL DE NUEVAS TECNOLOGIAS DE MADRID;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041502 - ADMINISTRACIÓN INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041501 - INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041509 - GABINETE TÉCNICO DE CEUTA;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041510 - GABINETE TÉCNICO DE MELILLA;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002036 - REGISTRO DEL INSTITUTO NACIONAL DE SEGURIDAD Y SALUD EN EL TRABAJO - E/R;EA0041511 - SECRETARIA GENERAL;EA0041501 - Instituto Nacional de Seguridad y Salud en el Trabajo;E05066501 - Ministerio de Trabajo y Economía Social;Administración del Estado;Comunidad de Madrid;Madrid;9/5/17
O00002037 - REGISTRO DEL INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL (INTA) - E/R;E04983601 - INTA - S.G. DE SISTEMAS AERONÁUTICOS;E00116401 - Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA);E00003301 - Ministerio de Defensa;Administración del Estado;Comunidad de Madrid;Madrid;4/3/16
O00002037 - REGISTRO DEL INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL (INTA) - E/R;E04983501 - INTA - S.G. DE SISTEMAS ESPACIALES;E00116401 - Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA);E00003301 - Ministerio de Defensa;Administración del Estado;Comunidad de Madrid;Madrid;4/3/16
O00002037 - REGISTRO DEL INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL (INTA) - E/R;E00116401 - INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL ESTEBAN TERRADAS (INTA);E00116401 - Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA);E00003301 - Ministerio de Defensa;Administración del Estado;Comunidad de Madrid;Madrid;4/3/16
O00002037 - REGISTRO DEL INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL (INTA) - E/R;E02786801 - INTA - SECRETARÍA GENERAL;E00116401 - Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA);E00003301 - Ministerio de Defensa;Administración del Estado;Comunidad de Madrid;Madrid;4/3/16
O00002037 - REGISTRO DEL INSTITUTO NACIONAL DE TÉCNICA AEROESPACIAL (INTA) - E/R;E02787001 - INTA - S.G. DE COORDINACIÓN Y PLANES;E00116401 - Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA);E00003301 - Ministerio de Defensa;Administración del Estado;Comunidad de Madrid;Madrid;4/3/16
O00002038 - O.A.M.R. DEL INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECN. AGRARIA Y ALIMENTARIA - E/R;EA0042447 - INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECNOLOGÍA AGRARIA Y ALIMENTARIA (INIA);EA0041268 - Agencia Estatal Consejo Superior de Investigaciones Científicas;E05236301 - Ministerio de Ciencia, Innovación y Universidades;Administración del Estado;Comunidad de Madrid;Madrid;30/10/18
O00002038 - O.A.M.R. DEL INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECN. AGRARIA Y ALIMENTARIA - E/R;EA0042451 - DIRECCION;EA0041268 - Agencia Estatal Consejo Superior de Investigaciones Científicas;E05236301 - Ministerio de Ciencia, Innovación y Universidades;Administración del Estado;Comunidad de Madrid;Madrid;30/10/18
O00002038 - O.A.M.R. DEL INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECN. AGRARIA Y ALIMENTARIA - E/R;EA0042458 - S.G DE PROSPECTIVA Y COORDINACION DE PROGRAMAS;EA0041268 - Agencia Estatal Consejo Superior de Investigaciones Científicas;E05236301 - Ministerio de Ciencia, Innovación y Universidades;Administración del Estado;Comunidad de Madrid;Madrid;30/10/18
O00002038 - O.A.M.R. DEL INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECN. AGRARIA Y ALIMENTARIA - E/R;EA0042453 - S.G. DE INVESTIGACION Y TECNOLOGIA;EA0041268 - Agencia Estatal Consejo Superior de Investigaciones Científicas;E05236301 - Ministerio de Ciencia, Innovación y Universidades;Administración del Estado;Comunidad de Madrid;Madrid;30/10/18
O00002038 - O.A.M.R. DEL INSTITUTO NACIONAL DE INVESTIGACIÓN Y TECN. AGRARIA Y ALIMENTARIA - E/R;EA0042452 - SECRETARIA GENERAL;EA0041268 - Agencia Estatal Consejo Superior de Investigaciones Científicas;E05236301 - Ministerio de Ciencia, Innovación y Universidades;Administración del Estado;Comunidad de Madrid;Madrid;30/10/18
O00002040 - O.A.M.R. DEL INSTITUTO PARA LA TRANSICIÓN JUSTA - ITJ - E/R;EA0046208 - INSTITUTO PARA LA TRANSICIÓN JUSTA, O.A.;EA0046208 - Instituto para la Transición Justa, O.A.;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;13/1/14
O00002050 - REGISTRO AUXILIAR DEL SERVICIO PROVINCIAL DE MUFACE EN MADRID - E/R;EA0040091 - SERVICIO PROVINCIAL DE MUFACE DE MADRID;EA0040021 - Mutualidad General de Funcionarios Civiles del Estado (MUFACE);E05251701 - Ministerio para la Transformación Digital y de la Función Pública;Administración del Estado;Comunidad de Madrid;Madrid;25/5/16
O00002050 - REGISTRO AUXILIAR DEL SERVICIO PROVINCIAL DE MUFACE EN MADRID - E/R;EA0040042 - OFICINA ESPECIALIZADA MADRID (MUFACE);EA0040021 - Mutualidad General de Funcionarios Civiles del Estado (MUFACE);E05251701 - Ministerio para la Transformación Digital y de la Función Pública;Administración del Estado;Comunidad de Madrid;Madrid;25/5/16
O00002050 - REGISTRO AUXILIAR DEL SERVICIO PROVINCIAL DE MUFACE EN MADRID - E/R;EA0046087 - FARMACIA HOSPITALARIA DEL SERVICIO PROVINCIAL DE MADRID;EA0040021 - Mutualidad General de Funcionarios Civiles del Estado (MUFACE);E05251701 - Ministerio para la Transformación Digital y de la Función Pública;Administración del Estado;Comunidad de Madrid;Madrid;25/5/16
O00002051 - REGISTRO GENERAL DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA - E/R;EA0021793 - RELACION ESPECIAL PUESTOS MUSEO NAL. CENTRO DE ARTE REINA SOFIA (ACUERDO CONSEJO MINISTROS 2/7/10);EA0021786 - Museo Nacional Centro de Arte Reina Sofia;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;10/3/14
O00002051 - REGISTRO GENERAL DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA - E/R;EA0021786 - MUSEO NACIONAL CENTRO DE ARTE REINA SOFIA;EA0021786 - Museo Nacional Centro de Arte Reina Sofia;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;10/3/14
O00002051 - REGISTRO GENERAL DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA - E/R;EA0021787 - DIRECCIÓN GENERAL DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFIA;EA0021786 - Museo Nacional Centro de Arte Reina Sofia;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;10/3/14
O00002051 - REGISTRO GENERAL DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA - E/R;EA0021788 - SUBDIRECCION ARTISTICA;EA0021786 - Museo Nacional Centro de Arte Reina Sofia;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;10/3/14
O00002051 - REGISTRO GENERAL DEL MUSEO NACIONAL CENTRO DE ARTE REINA SOFÍA - E/R;EA0021789 - SUBDIRECCION DE GERENCIA;EA0021786 - Museo Nacional Centro de Arte Reina Sofia;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;10/3/14
O00002052 - REGISTRO GENERAL DEL MUSEO NACIONAL DEL PRADO - E/R;EA0021767 - DIRECCIÓN ADJUNTA DE CONSERVACIÓN E INVESTIGACIÓN DEL MUSEO NACIONAL DEL PRADO;EA0021762 - Museo Nacional del Prado;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;25/5/16
O00002052 - REGISTRO GENERAL DEL MUSEO NACIONAL DEL PRADO - E/R;EA0021763 - DIRECCIÓN ADJUNTA DE ADMINISTRACIÓN DEL MUSEO NACIONAL DEL PRADO;EA0021762 - Museo Nacional del Prado;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;25/5/16
O00002052 - REGISTRO GENERAL DEL MUSEO NACIONAL DEL PRADO - E/R;EA0021762 - MUSEO NACIONAL DEL PRADO;EA0021762 - Museo Nacional del Prado;E05234201 - Ministerio de Cultura;Administración del Estado;Comunidad de Madrid;Madrid;25/5/16
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E00125801 - CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E03027702 - DIRECCION - CEDEX;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E04903101 - SECRETARIA CEDEX;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E03027901 - CENTRO DE ESTUDIOS DE TECNICAS APLICADAS;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E03028001 - CENTRO DE ESTUDIOS DE PUERTOS Y COSTAS;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E04885001 - LABORATORIO DE INTEROPERATIBILIDAD FERROVIARIA;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E03028301 - LABORATORIO CENTRAL DE ESTRUCTURAS Y MATERIALES;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E03028401 - LABORATORIO DE GEOTECNIA;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E04679901 - CENTRO DE ESTUDIOS DEL TRANSPORTE;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E04743501 - CENTRO DE ESTUDIOS HISTORICOS DE OBRAS PUBLICAS Y URBANISMO (CEHOPU);E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002054 - O.A.M.R. DEL CENTRO DE ESTUDIOS Y EXPERIMENTACIÓN DE OBRAS PÚBLICAS - E/R;E03028101 - CENTRO DE ESTUDIOS HIDROGRAFICOS;E05229701 - Ministerio de Transportes y Movilidad Sostenible;E05229701 - Ministerio de Transportes y Movilidad Sostenible;Administración del Estado;Comunidad de Madrid;Madrid;26/11/15
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043374 - ÁREA DE RELACIONES INTERNACIONALES Y RESERVAS DE LA BIOSFERA;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043375 - ÁREA JURÍDICA Y DE GESTION DE RECURSOS HUMANOS;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043378 - CENTRO DE MONTES Y ASERRADERO DE VALSAIN;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043380 - CENTRO LUGAR NUEVO Y SELLADORES;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043381 - CENTRO QUINTOS DE MORA;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043382 - CENTRO VALSAIN (CENTRO NACIONAL DE EDUCACION AMBIENTAL);EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043383 - CONVENIOS Y CASAS FORESTALES;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043384 - DIRECCIÓN ;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043391 - FINCAS DE REPRESENTACIÓN INSTITUCIONAL;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043393 - OFICINA CONTABLE PARQUES NACIONALES;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043394 - PARQUE NACIONAL DE CABAÑEROS;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043395 - PARQUE NACIONAL DE DAIMIEL;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043397 - UNIDAD DE APOYO A DIRECCIÓN;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043398 - VIVERO ESCUELA RIO GUADARRAMA (NAVALCARNERO);EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043369 - ORGANISMO AUTONOMO PARQUES NACIONALES;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043370 - ÁREA DE ACTUACIONES SINGULARES EN RED, CENTROS Y FINCAS;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043371 - ÁREA DE CONSERVACIÓN, SEGUIMIENTO Y PROGRAMAS DE LA RED;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043372 - ÁREA DE GESTIÓN ECONÓMICA Y PRESUPUESTARIA;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002057 - O.A.M.R. DE PARQUES NACIONALES --PPNN - E/R;EA0043373 - CAJA FIJA Y HABILITACIÓN OA PARQUES NACIONALES;EA0043369 - Organismo Autonomo Parques Nacionales;E05068001 - Ministerio para la Transición Ecológica y el Reto Demográfico;Administración del Estado;Comunidad de Madrid;Madrid;2/7/14
O00002058 - REGISTRO GENERAL DEL ORGANIZACIÓN NACIONAL DE TRANSPLANTES - E/R;EA0044080 - ORGANIZACION NACIONAL DE TRASPLANTES;EA0044080 - Organizacion Nacional de Trasplantes;E05070101 - Ministerio de Sanidad;Administración del Estado;Comunidad de Madrid;Madrid;21/5/18
